country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IE,Ireland,County Tipperary,,IE-TA,,5/11/20,-61,-10,4,-23,-47,19
IE,Ireland,County Tipperary,,IE-TA,,5/12/20,-60,-4,-1,-21,-48,20
IE,Ireland,County Tipperary,,IE-TA,,5/13/20,-64,-6,-29,-22,-48,20
IE,Ireland,County Tipperary,,IE-TA,,5/14/20,-60,-1,-80,-15,-48,19
IE,Ireland,County Tipperary,,IE-TA,,5/15/20,-64,-4,-85,-19,-48,22
IE,Ireland,County Tipperary,,IE-TA,,5/16/20,-67,-4,-89,-16,-31,15
IE,Ireland,County Tipperary,,IE-TA,,5/17/20,-70,-6,-86,-29,-23,
IE,Ireland,County Tipperary,,IE-TA,,5/18/20,-55,-1,-85,-11,-43,17
IE,Ireland,County Tipperary,,IE-TA,,5/19/20,-57,1,-77,-7,-43,16
IE,Ireland,County Tipperary,,IE-TA,,5/20/20,-51,5,-82,-3,-44,17
IE,Ireland,County Tipperary,,IE-TA,,5/21/20,-51,2,-83,-7,-43,18
IE,Ireland,County Tipperary,,IE-TA,,5/22/20,-57,0,-90,-17,-43,21
IE,Ireland,County Tipperary,,IE-TA,,5/23/20,-58,5,-100,-5,-23,14
IE,Ireland,County Tipperary,,IE-TA,,5/24/20,-61,-2,-81,,-15,
IE,Ireland,County Tipperary,,IE-TA,,5/25/20,-48,1,-87,-10,-42,15
IE,Ireland,County Tipperary,,IE-TA,,5/26/20,-48,6,-82,-7,-40,15
IE,Ireland,County Tipperary,,IE-TA,,5/27/20,-49,4,-77,-6,-40,15
IE,Ireland,County Tipperary,,IE-TA,,5/28/20,-49,10,-75,-3,-40,16
IE,Ireland,County Tipperary,,IE-TA,,5/29/20,-51,11,-79,-2,-40,17
IE,Ireland,County Tipperary,,IE-TA,,5/30/20,-55,13,-78,7,-18,10
IE,Ireland,County Tipperary,,IE-TA,,5/31/20,-60,9,-73,-8,-13,
IE,Ireland,County Tipperary,,IE-TA,,6/1/20,-59,-2,-68,-22,-73,22
IE,Ireland,County Tipperary,,IE-TA,,6/2/20,-43,17,-76,-2,-40,13
IE,Ireland,County Tipperary,,IE-TA,,6/3/20,-46,7,-81,-2,-39,15
IE,Ireland,County Tipperary,,IE-TA,,6/4/20,-47,9,-83,-1,-39,17
IE,Ireland,County Tipperary,,IE-TA,,6/5/20,-45,1,-85,-13,-37,18
IE,Ireland,County Tipperary,,IE-TA,,6/6/20,-49,4,-88,-7,-16,12
IE,Ireland,County Tipperary,,IE-TA,,6/7/20,-53,-2,-79,-12,-9,
IE,Ireland,County Tipperary,,IE-TA,,6/8/20,-30,2,-76,2,-35,12
IE,Ireland,County Tipperary,,IE-TA,,6/9/20,-33,6,-78,4,-35,13
IE,Ireland,County Tipperary,,IE-TA,,6/10/20,-37,5,-83,-7,-36,14
IE,Ireland,County Tipperary,,IE-TA,,6/11/20,-34,7,-77,-2,-37,15
IE,Ireland,County Tipperary,,IE-TA,,6/12/20,-39,5,-78,2,-36,15
IE,Ireland,County Tipperary,,IE-TA,,6/13/20,-42,10,-73,14,-13,8
IE,Ireland,County Tipperary,,IE-TA,,6/14/20,-44,5,-65,7,-7,
IE,Ireland,County Tipperary,,IE-TA,,6/15/20,-30,2,-65,0,-34,11
IE,Ireland,County Tipperary,,IE-TA,,6/16/20,-30,9,-72,-2,-33,12
IE,Ireland,County Tipperary,,IE-TA,,6/17/20,-32,6,-75,-2,-35,13
IE,Ireland,County Tipperary,,IE-TA,,6/18/20,-31,4,-67,1,-35,13
IE,Ireland,County Tipperary,,IE-TA,,6/19/20,-36,6,-70,0,-35,13
IE,Ireland,County Tipperary,,IE-TA,,6/20/20,-38,14,-77,4,-13,9
IE,Ireland,County Tipperary,,IE-TA,,6/21/20,-41,7,-56,1,-2,
IE,Ireland,County Tipperary,,IE-TA,,6/22/20,-28,0,-70,-14,-36,13
IE,Ireland,County Tipperary,,IE-TA,,6/23/20,-30,5,-81,-11,-35,13
IE,Ireland,County Tipperary,,IE-TA,,6/24/20,-30,4,-59,-1,-33,11
IE,Ireland,County Tipperary,,IE-TA,,6/25/20,-31,6,-49,6,-35,11
IE,Ireland,County Tipperary,,IE-TA,,6/26/20,-34,6,-77,-1,-35,13
IE,Ireland,County Tipperary,,IE-TA,,6/27/20,-40,11,-79,3,-14,8
IE,Ireland,County Tipperary,,IE-TA,,6/28/20,-45,-1,-73,-6,-7,
IE,Ireland,County Tipperary,,IE-TA,,6/29/20,-21,2,-69,4,-33,10
IE,Ireland,County Tipperary,,IE-TA,,6/30/20,-20,5,-49,-4,-32,9
IE,Ireland,County Tipperary,,IE-TA,,7/1/20,-20,3,-44,1,-32,9
IE,Ireland,County Tipperary,,IE-TA,,7/2/20,-20,5,-33,7,-33,9
IE,Ireland,County Tipperary,,IE-TA,,7/3/20,-26,4,-62,-6,-33,11
IE,Ireland,County Waterford,,IE-WD,,2/15/20,-14,-7,-47,-19,-5,3
IE,Ireland,County Waterford,,IE-WD,,2/16/20,-3,-7,-30,-13,2,
IE,Ireland,County Waterford,,IE-WD,,2/17/20,11,-1,20,-12,-12,2
IE,Ireland,County Waterford,,IE-WD,,2/18/20,6,-2,5,-18,-9,2
IE,Ireland,County Waterford,,IE-WD,,2/19/20,-1,-6,-14,-15,-13,3
IE,Ireland,County Waterford,,IE-WD,,2/20/20,14,-1,33,4,-15,2
IE,Ireland,County Waterford,,IE-WD,,2/21/20,1,-4,-1,-17,-16,2
IE,Ireland,County Waterford,,IE-WD,,2/22/20,2,1,-6,0,-1,0
IE,Ireland,County Waterford,,IE-WD,,2/23/20,-3,-5,-8,-5,-1,
IE,Ireland,County Waterford,,IE-WD,,2/24/20,2,5,5,-12,2,0
IE,Ireland,County Waterford,,IE-WD,,2/25/20,-4,2,-12,-17,6,0
IE,Ireland,County Waterford,,IE-WD,,2/26/20,-3,-1,4,-1,2,0
IE,Ireland,County Waterford,,IE-WD,,2/27/20,5,7,18,-3,3,-1
IE,Ireland,County Waterford,,IE-WD,,2/28/20,-3,5,-17,-12,0,0
IE,Ireland,County Waterford,,IE-WD,,2/29/20,-4,6,-29,-12,3,2
IE,Ireland,County Waterford,,IE-WD,,3/1/20,4,6,5,-9,2,
IE,Ireland,County Waterford,,IE-WD,,3/2/20,5,5,13,-9,2,0
IE,Ireland,County Waterford,,IE-WD,,3/3/20,6,7,19,-13,5,-2
IE,Ireland,County Waterford,,IE-WD,,3/4/20,0,4,-1,-9,2,0
IE,Ireland,County Waterford,,IE-WD,,3/5/20,8,4,30,-2,3,-1
IE,Ireland,County Waterford,,IE-WD,,3/6/20,3,6,-10,-14,0,-1
IE,Ireland,County Waterford,,IE-WD,,3/7/20,-1,7,-39,-13,-2,1
IE,Ireland,County Waterford,,IE-WD,,3/8/20,6,9,-6,-8,-1,
IE,Ireland,County Waterford,,IE-WD,,3/9/20,-2,6,-34,-14,-2,1
IE,Ireland,County Waterford,,IE-WD,,3/10/20,2,10,-9,-18,2,0
IE,Ireland,County Waterford,,IE-WD,,3/11/20,-4,16,-17,-9,0,1
IE,Ireland,County Waterford,,IE-WD,,3/12/20,-2,34,-24,-9,-1,2
IE,Ireland,County Waterford,,IE-WD,,3/13/20,-24,4,-25,-35,-24,10
IE,Ireland,County Waterford,,IE-WD,,3/14/20,-30,3,-41,-30,-11,9
IE,Ireland,County Waterford,,IE-WD,,3/15/20,-33,10,18,-29,-12,
IE,Ireland,County Waterford,,IE-WD,,3/16/20,-24,16,2,-36,-45,14
IE,Ireland,County Waterford,,IE-WD,,3/17/20,-62,-26,25,-58,-79,
IE,Ireland,County Waterford,,IE-WD,,3/18/20,-48,-14,3,-42,-43,18
IE,Ireland,County Waterford,,IE-WD,,3/19/20,-46,-12,15,-39,-45,18
IE,Ireland,County Waterford,,IE-WD,,3/20/20,-53,-13,-4,-53,-44,20
IE,Ireland,County Waterford,,IE-WD,,3/21/20,-58,-1,-20,-41,-36,
IE,Ireland,County Waterford,,IE-WD,,3/22/20,-55,-8,36,-33,-34,
IE,Ireland,County Waterford,,IE-WD,,3/23/20,-47,-19,-10,-42,-47,17
IE,Ireland,County Waterford,,IE-WD,,3/24/20,-52,-10,-22,-56,-46,18
IE,Ireland,County Waterford,,IE-WD,,3/25/20,-61,-20,-17,-48,-50,20
IE,Ireland,County Waterford,,IE-WD,,3/26/20,-58,-18,9,-49,-50,20
IE,Ireland,County Waterford,,IE-WD,,3/27/20,-62,-14,-4,-54,-50,20
IE,Ireland,County Waterford,,IE-WD,,3/28/20,-81,-25,-74,-67,-46,
IE,Ireland,County Waterford,,IE-WD,,3/29/20,-87,-45,-75,-77,-46,
IE,Ireland,County Waterford,,IE-WD,,3/30/20,-74,-31,-57,-66,-60,24
IE,Ireland,County Waterford,,IE-WD,,3/31/20,-76,-27,-55,-67,-61,24
IE,Ireland,County Waterford,,IE-WD,,4/1/20,-77,-28,-55,-66,-63,26
IE,Ireland,County Waterford,,IE-WD,,4/2/20,-74,-24,-48,-64,-62,26
IE,Ireland,County Waterford,,IE-WD,,4/3/20,-76,-25,-58,-68,-62,28
IE,Ireland,County Waterford,,IE-WD,,4/4/20,-79,-24,-70,-67,-52,
IE,Ireland,County Waterford,,IE-WD,,4/5/20,-86,-41,-85,-81,-48,
IE,Ireland,County Waterford,,IE-WD,,4/6/20,-70,-27,-46,-59,-61,23
IE,Ireland,County Waterford,,IE-WD,,4/7/20,-67,-16,-33,-63,-60,23
IE,Ireland,County Waterford,,IE-WD,,4/8/20,-70,-21,-46,-59,-62,25
IE,Ireland,County Waterford,,IE-WD,,4/9/20,-67,-15,-42,-51,-62,25
IE,Ireland,County Waterford,,IE-WD,,4/10/20,-73,-22,-54,-68,-67,28
IE,Ireland,County Waterford,,IE-WD,,4/11/20,-77,-15,-57,-61,-49,
IE,Ireland,County Waterford,,IE-WD,,4/12/20,-90,-60,-79,-78,-52,
IE,Ireland,County Waterford,,IE-WD,,4/13/20,-76,-38,-48,-70,-83,
IE,Ireland,County Waterford,,IE-WD,,4/14/20,-67,-19,-37,-61,-58,22
IE,Ireland,County Waterford,,IE-WD,,4/15/20,-70,-23,-40,-60,-59,24
IE,Ireland,County Waterford,,IE-WD,,4/16/20,-82,-17,-24,-56,-58,24
IE,Ireland,County Waterford,,IE-WD,,4/17/20,-84,-21,-61,-63,-58,27
IE,Ireland,County Waterford,,IE-WD,,4/18/20,-87,-20,-71,-65,-46,
IE,Ireland,County Waterford,,IE-WD,,4/19/20,-87,-32,-58,-63,-43,
IE,Ireland,County Waterford,,IE-WD,,4/20/20,-80,-22,-22,-55,-56,22
IE,Ireland,County Waterford,,IE-WD,,4/21/20,-81,-16,-41,-59,-55,22
IE,Ireland,County Waterford,,IE-WD,,4/22/20,-81,-17,-26,-52,-57,23
IE,Ireland,County Waterford,,IE-WD,,4/23/20,-80,-12,-25,-50,-56,22
IE,Ireland,County Waterford,,IE-WD,,4/24/20,-81,-13,-30,-60,-56,24
IE,Ireland,County Waterford,,IE-WD,,4/25/20,-83,-14,-49,-48,-41,
IE,Ireland,County Waterford,,IE-WD,,4/26/20,-86,-29,-63,-65,-40,
IE,Ireland,County Waterford,,IE-WD,,4/27/20,-80,-17,-31,-53,-55,22
IE,Ireland,County Waterford,,IE-WD,,4/28/20,-79,-14,-28,-50,-54,19
IE,Ireland,County Waterford,,IE-WD,,4/29/20,-81,-19,-54,-57,-56,24
IE,Ireland,County Waterford,,IE-WD,,4/30/20,-70,-11,-26,-48,-56,22
IE,Ireland,County Waterford,,IE-WD,,5/1/20,-73,-17,-34,-58,-56,25
IE,Ireland,County Waterford,,IE-WD,,5/2/20,-77,-16,-35,-49,-39,
IE,Ireland,County Waterford,,IE-WD,,5/3/20,-79,-27,-48,-59,-38,
IE,Ireland,County Waterford,,IE-WD,,5/4/20,-74,-26,2,-57,-80,
IE,Ireland,County Waterford,,IE-WD,,5/5/20,-68,-12,-40,-59,-53,22
IE,Ireland,County Waterford,,IE-WD,,5/6/20,-70,-11,-26,-52,-54,23
IE,Ireland,County Waterford,,IE-WD,,5/7/20,-69,-14,-24,-46,-53,23
IE,Ireland,County Waterford,,IE-WD,,5/8/20,-69,-11,-11,-49,-51,23
IE,Ireland,County Waterford,,IE-WD,,5/9/20,-75,-12,-15,-42,-36,
IE,Ireland,County Waterford,,IE-WD,,5/10/20,-77,-20,-45,-57,-32,
IE,Ireland,County Waterford,,IE-WD,,5/11/20,-65,-13,-11,-43,-52,20
IE,Ireland,County Waterford,,IE-WD,,5/12/20,-65,-10,7,-45,-50,19
IE,Ireland,County Waterford,,IE-WD,,5/13/20,-68,-13,-35,-38,-51,21
IE,Ireland,County Waterford,,IE-WD,,5/14/20,-63,-8,-88,-35,-52,20
IE,Ireland,County Waterford,,IE-WD,,5/15/20,-67,-12,-91,-42,-50,22
IE,Ireland,County Waterford,,IE-WD,,5/16/20,-72,-9,-92,-33,-34,
IE,Ireland,County Waterford,,IE-WD,,5/17/20,-73,-15,-92,-42,-28,
IE,Ireland,County Waterford,,IE-WD,,5/18/20,-52,-8,-88,-24,-47,18
IE,Ireland,County Waterford,,IE-WD,,5/19/20,-52,-2,-82,-21,-46,16
IE,Ireland,County Waterford,,IE-WD,,5/20/20,-55,-6,-42,-21,-46,17
IE,Ireland,County Waterford,,IE-WD,,5/21/20,-53,-2,-43,-26,-47,19
IE,Ireland,County Waterford,,IE-WD,,5/22/20,-60,-4,-72,-48,-46,22
IE,Ireland,County Waterford,,IE-WD,,5/23/20,-60,0,-68,-27,-30,
IE,Ireland,County Waterford,,IE-WD,,5/24/20,-62,-8,-48,-31,-21,
IE,Ireland,County Waterford,,IE-WD,,5/25/20,-48,-2,-53,-25,-47,17
IE,Ireland,County Waterford,,IE-WD,,5/26/20,-51,-2,-32,-27,-44,16
IE,Ireland,County Waterford,,IE-WD,,5/27/20,-53,-2,-30,-16,-45,16
IE,Ireland,County Waterford,,IE-WD,,5/28/20,-48,6,-20,-19,-46,17
IE,Ireland,County Waterford,,IE-WD,,5/29/20,-52,3,-50,-32,-46,18
IE,Ireland,County Waterford,,IE-WD,,5/30/20,-60,4,-51,-17,-23,
IE,Ireland,County Waterford,,IE-WD,,5/31/20,-60,0,-45,-25,-16,
IE,Ireland,County Waterford,,IE-WD,,6/1/20,-54,-7,16,-22,-75,21
IE,Ireland,County Waterford,,IE-WD,,6/2/20,-45,9,-9,-13,-44,14
IE,Ireland,County Waterford,,IE-WD,,6/3/20,-51,0,-57,-20,-43,17
IE,Ireland,County Waterford,,IE-WD,,6/4/20,-47,3,-59,-21,-42,17
IE,Ireland,County Waterford,,IE-WD,,6/5/20,-49,-2,-47,-34,-40,17
IE,Ireland,County Waterford,,IE-WD,,6/6/20,-53,0,-62,-26,-19,
IE,Ireland,County Waterford,,IE-WD,,6/7/20,-53,-6,-42,-24,-11,
IE,Ireland,County Waterford,,IE-WD,,6/8/20,-25,-2,7,-1,-39,13
IE,Ireland,County Waterford,,IE-WD,,6/9/20,-29,3,-17,-16,-39,13
IE,Ireland,County Waterford,,IE-WD,,6/10/20,-37,-2,-23,-19,-40,15
IE,Ireland,County Waterford,,IE-WD,,6/11/20,-36,2,-36,-19,-41,15
IE,Ireland,County Waterford,,IE-WD,,6/12/20,-40,4,-31,-26,-40,15
IE,Ireland,County Waterford,,IE-WD,,6/13/20,-40,9,-13,9,-14,8
IE,Ireland,County Waterford,,IE-WD,,6/14/20,-37,5,-8,16,-6,
IE,Ireland,County Waterford,,IE-WD,,6/15/20,-21,6,44,9,-39,11
IE,Ireland,County Waterford,,IE-WD,,6/16/20,-27,6,3,-12,-36,12
IE,Ireland,County Waterford,,IE-WD,,6/17/20,-33,2,-21,-12,-39,14
IE,Ireland,County Waterford,,IE-WD,,6/18/20,-31,3,-11,-20,-39,14
IE,Ireland,County Waterford,,IE-WD,,6/19/20,-36,8,-2,-22,-38,13
IE,Ireland,County Waterford,,IE-WD,,6/20/20,-36,13,-29,-7,-16,9
IE,Ireland,County Waterford,,IE-WD,,6/21/20,-35,9,14,11,-4,
IE,Ireland,County Waterford,,IE-WD,,6/22/20,-33,-6,-48,-29,-42,15
IE,Ireland,County Waterford,,IE-WD,,6/23/20,-28,6,-16,-25,-39,13
IE,Ireland,County Waterford,,IE-WD,,6/24/20,-30,2,63,0,-39,12
IE,Ireland,County Waterford,,IE-WD,,6/25/20,-25,9,97,8,-40,11
IE,Ireland,County Waterford,,IE-WD,,6/26/20,-35,8,-11,-21,-39,14
IE,Ireland,County Waterford,,IE-WD,,6/27/20,-36,13,-24,-1,-14,8
IE,Ireland,County Waterford,,IE-WD,,6/28/20,-33,7,18,12,-6,
IE,Ireland,County Waterford,,IE-WD,,6/29/20,-11,7,33,5,-36,10
IE,Ireland,County Waterford,,IE-WD,,6/30/20,-11,7,59,-7,-34,10
IE,Ireland,County Waterford,,IE-WD,,7/1/20,-16,3,53,4,-36,10
IE,Ireland,County Waterford,,IE-WD,,7/2/20,-11,5,102,14,-35,10
IE,Ireland,County Waterford,,IE-WD,,7/3/20,-25,5,-3,-19,-37,12
IE,Ireland,County Westmeath,,IE-WH,,2/15/20,-7,-3,-37,-11,-4,
IE,Ireland,County Westmeath,,IE-WH,,2/16/20,-7,-9,-39,-5,-6,
IE,Ireland,County Westmeath,,IE-WH,,2/17/20,12,5,,2,-9,1
IE,Ireland,County Westmeath,,IE-WH,,2/18/20,5,1,,3,-10,2
IE,Ireland,County Westmeath,,IE-WH,,2/19/20,3,-4,,-2,-10,3
IE,Ireland,County Westmeath,,IE-WH,,2/20/20,12,2,,4,-14,2
IE,Ireland,County Westmeath,,IE-WH,,2/21/20,-3,1,,-4,-16,4
IE,Ireland,County Westmeath,,IE-WH,,2/22/20,1,5,,-2,-2,
IE,Ireland,County Westmeath,,IE-WH,,2/23/20,1,-2,-9,4,4,
IE,Ireland,County Westmeath,,IE-WH,,2/24/20,-1,4,,2,0,0
IE,Ireland,County Westmeath,,IE-WH,,2/25/20,-8,6,,-5,1,1
IE,Ireland,County Westmeath,,IE-WH,,2/26/20,1,0,,-3,1,1
IE,Ireland,County Westmeath,,IE-WH,,2/27/20,1,4,,7,2,0
IE,Ireland,County Westmeath,,IE-WH,,2/28/20,1,9,,2,1,0
IE,Ireland,County Westmeath,,IE-WH,,2/29/20,-16,-2,-29,-14,-5,
IE,Ireland,County Westmeath,,IE-WH,,3/1/20,3,2,-5,7,0,
IE,Ireland,County Westmeath,,IE-WH,,3/2/20,4,8,,5,1,0
IE,Ireland,County Westmeath,,IE-WH,,3/3/20,10,8,,-2,1,-1
IE,Ireland,County Westmeath,,IE-WH,,3/4/20,9,5,,0,2,0
IE,Ireland,County Westmeath,,IE-WH,,3/5/20,3,3,,6,2,0
IE,Ireland,County Westmeath,,IE-WH,,3/6/20,2,11,,0,1,0
IE,Ireland,County Westmeath,,IE-WH,,3/7/20,1,6,,0,0,
IE,Ireland,County Westmeath,,IE-WH,,3/8/20,4,5,-16,2,-2,
IE,Ireland,County Westmeath,,IE-WH,,3/9/20,-2,5,,-5,1,2
IE,Ireland,County Westmeath,,IE-WH,,3/10/20,2,13,,0,1,0
IE,Ireland,County Westmeath,,IE-WH,,3/11/20,-1,11,,-6,0,2
IE,Ireland,County Westmeath,,IE-WH,,3/12/20,-1,34,,-1,-3,2
IE,Ireland,County Westmeath,,IE-WH,,3/13/20,-18,9,,-21,-25,11
IE,Ireland,County Westmeath,,IE-WH,,3/14/20,-31,-2,-34,-34,-15,
IE,Ireland,County Westmeath,,IE-WH,,3/15/20,-36,-1,,-37,-21,
IE,Ireland,County Westmeath,,IE-WH,,3/16/20,-22,16,,-42,-47,17
IE,Ireland,County Westmeath,,IE-WH,,3/17/20,-60,-35,,-64,-78,
IE,Ireland,County Westmeath,,IE-WH,,3/18/20,-41,-15,,-44,-43,18
IE,Ireland,County Westmeath,,IE-WH,,3/19/20,-47,-18,,-43,-46,20
IE,Ireland,County Westmeath,,IE-WH,,3/20/20,-50,-16,,-51,-45,22
IE,Ireland,County Westmeath,,IE-WH,,3/21/20,-56,-10,,-54,-40,
IE,Ireland,County Westmeath,,IE-WH,,3/22/20,-59,-25,,-47,-41,
IE,Ireland,County Westmeath,,IE-WH,,3/23/20,-47,-24,,-51,-46,19
IE,Ireland,County Westmeath,,IE-WH,,3/24/20,-47,-15,,-50,-48,20
IE,Ireland,County Westmeath,,IE-WH,,3/25/20,-56,-23,,-53,-50,22
IE,Ireland,County Westmeath,,IE-WH,,3/26/20,-58,-24,,-56,-52,23
IE,Ireland,County Westmeath,,IE-WH,,3/27/20,-62,-18,,-57,-52,24
IE,Ireland,County Westmeath,,IE-WH,,3/28/20,-79,-28,-51,-69,-52,
IE,Ireland,County Westmeath,,IE-WH,,3/29/20,-85,-48,-45,-75,-52,
IE,Ireland,County Westmeath,,IE-WH,,3/30/20,-74,-34,,-68,-62,27
IE,Ireland,County Westmeath,,IE-WH,,3/31/20,-74,-31,,-67,-65,
IE,Ireland,County Westmeath,,IE-WH,,4/1/20,-73,-33,,-67,-65,
IE,Ireland,County Westmeath,,IE-WH,,4/2/20,-73,-29,,-69,-66,
IE,Ireland,County Westmeath,,IE-WH,,4/3/20,-73,-28,,-69,-65,
IE,Ireland,County Westmeath,,IE-WH,,4/4/20,-78,-31,-37,-71,-55,
IE,Ireland,County Westmeath,,IE-WH,,4/5/20,-83,-44,-59,-81,-52,
IE,Ireland,County Westmeath,,IE-WH,,4/6/20,-66,-29,,-66,-64,26
IE,Ireland,County Westmeath,,IE-WH,,4/7/20,-63,-18,,-64,-64,26
IE,Ireland,County Westmeath,,IE-WH,,4/8/20,-67,-22,,-67,-64,27
IE,Ireland,County Westmeath,,IE-WH,,4/9/20,-68,-17,,-69,-65,28
IE,Ireland,County Westmeath,,IE-WH,,4/10/20,-73,-24,,-72,-71,
IE,Ireland,County Westmeath,,IE-WH,,4/11/20,-76,-18,-17,-66,-54,
IE,Ireland,County Westmeath,,IE-WH,,4/12/20,-91,-68,-62,-78,-55,
IE,Ireland,County Westmeath,,IE-WH,,4/13/20,-78,-44,,-76,-83,
IE,Ireland,County Westmeath,,IE-WH,,4/14/20,-66,-25,,-64,-63,26
IE,Ireland,County Westmeath,,IE-WH,,4/15/20,-67,-26,,-66,-63,26
IE,Ireland,County Westmeath,,IE-WH,,4/16/20,-82,-24,,-35,-62,28
IE,Ireland,County Westmeath,,IE-WH,,4/17/20,-83,-25,,-51,-62,30
IE,Ireland,County Westmeath,,IE-WH,,4/18/20,-86,-31,-34,-46,-49,
IE,Ireland,County Westmeath,,IE-WH,,4/19/20,-89,-44,-20,-55,-47,
IE,Ireland,County Westmeath,,IE-WH,,4/20/20,-81,-29,,-44,-61,25
IE,Ireland,County Westmeath,,IE-WH,,4/21/20,-82,-23,,-36,-62,25
IE,Ireland,County Westmeath,,IE-WH,,4/22/20,-81,-25,,-35,-61,25
IE,Ireland,County Westmeath,,IE-WH,,4/23/20,-81,-20,,-33,-61,25
IE,Ireland,County Westmeath,,IE-WH,,4/24/20,-83,-24,,-43,-60,29
IE,Ireland,County Westmeath,,IE-WH,,4/25/20,-86,-25,,-35,-48,
IE,Ireland,County Westmeath,,IE-WH,,4/26/20,-89,-41,-36,-60,-44,
IE,Ireland,County Westmeath,,IE-WH,,4/27/20,-81,-26,,-38,-59,24
IE,Ireland,County Westmeath,,IE-WH,,4/28/20,-79,-21,,-39,-60,21
IE,Ireland,County Westmeath,,IE-WH,,4/29/20,-81,-25,,-34,-60,27
IE,Ireland,County Westmeath,,IE-WH,,4/30/20,-74,-20,,-29,-60,26
IE,Ireland,County Westmeath,,IE-WH,,5/1/20,-75,-19,,-37,-59,29
IE,Ireland,County Westmeath,,IE-WH,,5/2/20,-79,-22,,-34,-43,
IE,Ireland,County Westmeath,,IE-WH,,5/3/20,-81,-33,9,-44,-40,
IE,Ireland,County Westmeath,,IE-WH,,5/4/20,-78,-32,,-45,-81,
IE,Ireland,County Westmeath,,IE-WH,,5/5/20,-66,-15,,-25,-58,23
IE,Ireland,County Westmeath,,IE-WH,,5/6/20,-69,-19,,-26,-57,24
IE,Ireland,County Westmeath,,IE-WH,,5/7/20,-72,-20,,-31,-56,25
IE,Ireland,County Westmeath,,IE-WH,,5/8/20,-72,-16,,-33,-55,26
IE,Ireland,County Westmeath,,IE-WH,,5/9/20,-77,-20,,-29,-44,
IE,Ireland,County Westmeath,,IE-WH,,5/10/20,-81,-33,-19,-44,-37,
IE,Ireland,County Westmeath,,IE-WH,,5/11/20,-67,-19,,-27,-55,22
IE,Ireland,County Westmeath,,IE-WH,,5/12/20,-67,-16,,-27,-55,22
IE,Ireland,County Westmeath,,IE-WH,,5/13/20,-70,-19,,-30,-54,23
IE,Ireland,County Westmeath,,IE-WH,,5/14/20,-69,-16,,-22,-53,22
IE,Ireland,County Westmeath,,IE-WH,,5/15/20,-73,-19,-41,-28,-54,26
IE,Ireland,County Westmeath,,IE-WH,,5/16/20,-77,-20,-35,-22,-38,
IE,Ireland,County Westmeath,,IE-WH,,5/17/20,-80,-28,-41,-40,-32,
IE,Ireland,County Westmeath,,IE-WH,,5/18/20,-56,-12,,-19,-50,20
IE,Ireland,County Westmeath,,IE-WH,,5/19/20,-56,-13,,-10,-50,18
IE,Ireland,County Westmeath,,IE-WH,,5/20/20,-54,-11,,-8,-50,19
IE,Ireland,County Westmeath,,IE-WH,,5/21/20,-55,-10,,-1,-50,21
IE,Ireland,County Westmeath,,IE-WH,,5/22/20,-61,-14,-55,-15,-49,25
IE,Ireland,County Westmeath,,IE-WH,,5/23/20,-63,-13,-56,-2,-33,
IE,Ireland,County Westmeath,,IE-WH,,5/24/20,-64,-19,-8,3,-26,
IE,Ireland,County Westmeath,,IE-WH,,5/25/20,-51,-12,,-1,-47,18
IE,Ireland,County Westmeath,,IE-WH,,5/26/20,-50,-7,,-2,-46,17
IE,Ireland,County Westmeath,,IE-WH,,5/27/20,-51,-8,,-1,-46,17
IE,Ireland,County Westmeath,,IE-WH,,5/28/20,-52,-3,,6,-46,18
IE,Ireland,County Westmeath,,IE-WH,,5/29/20,-53,0,,-2,-48,20
IE,Ireland,County Westmeath,,IE-WH,,5/30/20,-61,-3,,8,-27,
IE,Ireland,County Westmeath,,IE-WH,,5/31/20,-62,-11,,-6,-22,
IE,Ireland,County Westmeath,,IE-WH,,6/1/20,-53,-11,,-9,-75,
IE,Ireland,County Westmeath,,IE-WH,,6/2/20,-44,2,,-3,-46,16
IE,Ireland,County Westmeath,,IE-WH,,6/3/20,-49,-6,,-2,-44,18
IE,Ireland,County Westmeath,,IE-WH,,6/4/20,-52,-7,,-10,-44,19
IE,Ireland,County Westmeath,,IE-WH,,6/5/20,-50,-6,,-41,-43,21
IE,Ireland,County Westmeath,,IE-WH,,6/6/20,-55,-10,-45,-45,-25,
IE,Ireland,County Westmeath,,IE-WH,,6/7/20,-57,-15,-11,-42,-16,
IE,Ireland,County Westmeath,,IE-WH,,6/8/20,-31,-1,,-37,-40,15
IE,Ireland,County Westmeath,,IE-WH,,6/9/20,-32,0,,-36,-42,15
IE,Ireland,County Westmeath,,IE-WH,,6/10/20,-40,-7,,-42,-41,17
IE,Ireland,County Westmeath,,IE-WH,,6/11/20,-41,-1,,-24,-43,17
IE,Ireland,County Westmeath,,IE-WH,,6/12/20,-46,-3,,-29,-41,18
IE,Ireland,County Westmeath,,IE-WH,,6/13/20,-47,0,,-18,-19,
IE,Ireland,County Westmeath,,IE-WH,,6/14/20,-52,-10,,-22,-11,
IE,Ireland,County Westmeath,,IE-WH,,6/15/20,-29,0,,-22,-39,14
