country_region_code,country_region,sub_region_1,sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IE,Ireland,County Roscommon,,IE-RN,,3/25/20,-51,-12,,,-48,
IE,Ireland,County Roscommon,,IE-RN,,3/26/20,-53,-14,,,-49,
IE,Ireland,County Roscommon,,IE-RN,,3/27/20,-56,-10,,,-47,
IE,Ireland,County Roscommon,,IE-RN,,3/28/20,-79,-24,,,-46,
IE,Ireland,County Roscommon,,IE-RN,,3/29/20,-86,-38,,,-43,
IE,Ireland,County Roscommon,,IE-RN,,3/30/20,-75,-24,,,-59,
IE,Ireland,County Roscommon,,IE-RN,,3/31/20,-77,-23,,,-62,
IE,Ireland,County Roscommon,,IE-RN,,4/1/20,-77,-23,,,-62,
IE,Ireland,County Roscommon,,IE-RN,,4/2/20,-74,-20,,,-62,
IE,Ireland,County Roscommon,,IE-RN,,4/3/20,-72,-20,,,-60,
IE,Ireland,County Roscommon,,IE-RN,,4/4/20,-78,-25,,,-49,
IE,Ireland,County Roscommon,,IE-RN,,4/5/20,-83,-31,,,-47,
IE,Ireland,County Roscommon,,IE-RN,,4/6/20,,-20,,,-61,
IE,Ireland,County Roscommon,,IE-RN,,4/7/20,,-13,,,-60,
IE,Ireland,County Roscommon,,IE-RN,,4/8/20,,-11,,,-62,
IE,Ireland,County Roscommon,,IE-RN,,4/9/20,,-5,,,-61,
IE,Ireland,County Roscommon,,IE-RN,,4/10/20,-74,-19,,,-67,
IE,Ireland,County Roscommon,,IE-RN,,4/11/20,-75,-16,,,-48,
IE,Ireland,County Roscommon,,IE-RN,,4/12/20,,-57,-69,,-46,
IE,Ireland,County Roscommon,,IE-RN,,4/13/20,,-40,,,-82,
IE,Ireland,County Roscommon,,IE-RN,,4/14/20,,-14,,,-58,
IE,Ireland,County Roscommon,,IE-RN,,4/15/20,,-14,,,-59,
IE,Ireland,County Roscommon,,IE-RN,,4/16/20,,-14,,,-59,
IE,Ireland,County Roscommon,,IE-RN,,4/17/20,-81,-13,,,-57,
IE,Ireland,County Roscommon,,IE-RN,,4/18/20,-85,-17,,,-45,
IE,Ireland,County Roscommon,,IE-RN,,4/19/20,,-26,,,-38,
IE,Ireland,County Roscommon,,IE-RN,,4/20/20,,-14,,,-56,
IE,Ireland,County Roscommon,,IE-RN,,4/21/20,,-12,,,-56,
IE,Ireland,County Roscommon,,IE-RN,,4/22/20,,-10,,,-58,
IE,Ireland,County Roscommon,,IE-RN,,4/23/20,,-9,,,-58,
IE,Ireland,County Roscommon,,IE-RN,,4/24/20,-79,-8,,,-56,
IE,Ireland,County Roscommon,,IE-RN,,4/25/20,-84,-14,,,-40,
IE,Ireland,County Roscommon,,IE-RN,,4/26/20,,-20,,,-42,
IE,Ireland,County Roscommon,,IE-RN,,4/27/20,,-13,,,-56,
IE,Ireland,County Roscommon,,IE-RN,,4/28/20,,-10,,,-56,
IE,Ireland,County Roscommon,,IE-RN,,4/29/20,,-9,,,-57,
IE,Ireland,County Roscommon,,IE-RN,,4/30/20,,-5,,,-56,
IE,Ireland,County Roscommon,,IE-RN,,5/1/20,-72,-7,,,-55,
IE,Ireland,County Roscommon,,IE-RN,,5/2/20,-79,-14,,,-36,
IE,Ireland,County Roscommon,,IE-RN,,5/3/20,,-15,,,-33,
IE,Ireland,County Roscommon,,IE-RN,,5/4/20,,-27,,,-80,
IE,Ireland,County Roscommon,,IE-RN,,5/5/20,,0,,,-55,
IE,Ireland,County Roscommon,,IE-RN,,5/6/20,,-4,,,-56,
IE,Ireland,County Roscommon,,IE-RN,,5/7/20,,-8,,,-54,
IE,Ireland,County Roscommon,,IE-RN,,5/8/20,-65,-4,,,-52,
IE,Ireland,County Roscommon,,IE-RN,,5/9/20,-74,-8,,,-34,
IE,Ireland,County Roscommon,,IE-RN,,5/10/20,,-15,,,-23,
IE,Ireland,County Roscommon,,IE-RN,,5/11/20,,-9,,,-52,
IE,Ireland,County Roscommon,,IE-RN,,5/12/20,,-4,,,-51,
IE,Ireland,County Roscommon,,IE-RN,,5/13/20,,-10,,,-52,
IE,Ireland,County Roscommon,,IE-RN,,5/14/20,-63,-2,,,-52,
IE,Ireland,County Roscommon,,IE-RN,,5/15/20,-65,-7,,,-51,
IE,Ireland,County Roscommon,,IE-RN,,5/16/20,-73,-11,,,-30,
IE,Ireland,County Roscommon,,IE-RN,,5/17/20,-70,-10,,,-31,
IE,Ireland,County Roscommon,,IE-RN,,5/18/20,-54,-7,,,-46,
IE,Ireland,County Roscommon,,IE-RN,,5/19/20,-51,-2,,,-44,
IE,Ireland,County Roscommon,,IE-RN,,5/20/20,-57,-4,,,-47,
IE,Ireland,County Roscommon,,IE-RN,,5/21/20,-54,0,,,-47,
IE,Ireland,County Roscommon,,IE-RN,,5/22/20,-59,-4,,,-47,
IE,Ireland,County Roscommon,,IE-RN,,5/23/20,-63,1,,,-25,
IE,Ireland,County Roscommon,,IE-RN,,5/24/20,-68,-5,,,-19,
IE,Ireland,County Roscommon,,IE-RN,,5/25/20,-54,-2,,,-45,
IE,Ireland,County Roscommon,,IE-RN,,5/26/20,-48,2,,,-43,
IE,Ireland,County Roscommon,,IE-RN,,5/27/20,-53,3,,,-43,
IE,Ireland,County Roscommon,,IE-RN,,5/28/20,-48,9,,,-44,
IE,Ireland,County Roscommon,,IE-RN,,5/29/20,-52,12,,,-43,
IE,Ireland,County Roscommon,,IE-RN,,5/30/20,-58,10,,,-17,
IE,Ireland,County Roscommon,,IE-RN,,5/31/20,-65,11,,,-20,
IE,Ireland,County Roscommon,,IE-RN,,6/1/20,-60,-3,,,-74,
IE,Ireland,County Roscommon,,IE-RN,,6/2/20,-46,13,,,-42,14
IE,Ireland,County Roscommon,,IE-RN,,6/3/20,-51,3,,,-43,
IE,Ireland,County Roscommon,,IE-RN,,6/4/20,-50,6,,,-43,
IE,Ireland,County Roscommon,,IE-RN,,6/5/20,-52,4,,,-40,
IE,Ireland,County Roscommon,,IE-RN,,6/6/20,-55,1,,,-19,
IE,Ireland,County Roscommon,,IE-RN,,6/7/20,-61,-3,,,-10,
IE,Ireland,County Roscommon,,IE-RN,,6/8/20,,1,,,-40,13
IE,Ireland,County Roscommon,,IE-RN,,6/9/20,,3,,,-40,14
IE,Ireland,County Roscommon,,IE-RN,,6/10/20,-38,2,,,-40,16
IE,Ireland,County Roscommon,,IE-RN,,6/11/20,-34,6,,,-41,15
IE,Ireland,County Roscommon,,IE-RN,,6/12/20,-42,7,,,-39,
IE,Ireland,County Roscommon,,IE-RN,,6/13/20,-46,10,,,-11,
IE,Ireland,County Roscommon,,IE-RN,,6/14/20,-55,2,,,-6,
IE,Ireland,County Roscommon,,IE-RN,,6/15/20,,1,,,-37,12
IE,Ireland,County Roscommon,,IE-RN,,6/16/20,,6,,,-37,13
IE,Ireland,County Roscommon,,IE-RN,,6/17/20,-39,5,,,-38,15
IE,Ireland,County Roscommon,,IE-RN,,6/18/20,-40,1,,,-40,15
IE,Ireland,County Roscommon,,IE-RN,,6/19/20,-43,10,,,-38,
IE,Ireland,County Roscommon,,IE-RN,,6/20/20,-44,13,,,-14,
IE,Ireland,County Roscommon,,IE-RN,,6/21/20,-52,4,,,-5,
IE,Ireland,County Roscommon,,IE-RN,,6/22/20,,1,,,-38,13
IE,Ireland,County Roscommon,,IE-RN,,6/23/20,,5,,,-38,13
IE,Ireland,County Roscommon,,IE-RN,,6/24/20,-38,5,,,-38,13
IE,Ireland,County Roscommon,,IE-RN,,6/25/20,-34,10,,,-37,13
IE,Ireland,County Roscommon,,IE-RN,,6/26/20,-41,9,,,-37,13
IE,Ireland,County Roscommon,,IE-RN,,6/27/20,-44,8,,,-15,
IE,Ireland,County Roscommon,,IE-RN,,6/28/20,-51,-6,,,-10,
IE,Ireland,County Roscommon,,IE-RN,,6/29/20,,1,,,-35,10
IE,Ireland,County Roscommon,,IE-RN,,6/30/20,,1,,,-33,9
IE,Ireland,County Roscommon,,IE-RN,,7/1/20,-27,2,,,-36,12
IE,Ireland,County Roscommon,,IE-RN,,7/2/20,-22,2,,,-36,10
IE,Ireland,County Roscommon,,IE-RN,,7/3/20,-27,9,,,-34,12
IE,Ireland,County Sligo,,IE-SO,,2/15/20,-8,-4,-20,-10,-1,
IE,Ireland,County Sligo,,IE-SO,,2/16/20,-3,-4,-18,2,1,
IE,Ireland,County Sligo,,IE-SO,,2/17/20,17,3,,8,-9,1
IE,Ireland,County Sligo,,IE-SO,,2/18/20,17,0,,0,-5,1
IE,Ireland,County Sligo,,IE-SO,,2/19/20,12,-2,,0,-8,2
IE,Ireland,County Sligo,,IE-SO,,2/20/20,13,3,,4,-13,3
IE,Ireland,County Sligo,,IE-SO,,2/21/20,6,4,,13,-15,3
IE,Ireland,County Sligo,,IE-SO,,2/22/20,-4,0,-18,-4,-3,
IE,Ireland,County Sligo,,IE-SO,,2/23/20,-3,-5,2,-4,-1,
IE,Ireland,County Sligo,,IE-SO,,2/24/20,-3,2,,4,-1,0
IE,Ireland,County Sligo,,IE-SO,,2/25/20,-6,2,,2,6,0
IE,Ireland,County Sligo,,IE-SO,,2/26/20,-3,-1,,0,1,1
IE,Ireland,County Sligo,,IE-SO,,2/27/20,2,7,,11,1,1
IE,Ireland,County Sligo,,IE-SO,,2/28/20,1,7,,18,-1,1
IE,Ireland,County Sligo,,IE-SO,,2/29/20,-16,-5,-28,-21,-3,
IE,Ireland,County Sligo,,IE-SO,,3/1/20,-3,0,-4,4,5,
IE,Ireland,County Sligo,,IE-SO,,3/2/20,-4,2,,0,0,-1
IE,Ireland,County Sligo,,IE-SO,,3/3/20,6,4,,-2,5,-1
IE,Ireland,County Sligo,,IE-SO,,3/4/20,6,7,,14,1,0
IE,Ireland,County Sligo,,IE-SO,,3/5/20,2,4,,0,1,0
IE,Ireland,County Sligo,,IE-SO,,3/6/20,1,10,,10,1,1
IE,Ireland,County Sligo,,IE-SO,,3/7/20,-6,1,-10,10,1,
IE,Ireland,County Sligo,,IE-SO,,3/8/20,-5,1,4,-2,3,
IE,Ireland,County Sligo,,IE-SO,,3/9/20,-6,3,,4,-2,1
IE,Ireland,County Sligo,,IE-SO,,3/10/20,0,10,,-4,5,0
IE,Ireland,County Sligo,,IE-SO,,3/11/20,-2,8,,-4,1,2
IE,Ireland,County Sligo,,IE-SO,,3/12/20,-12,24,,-11,-1,2
IE,Ireland,County Sligo,,IE-SO,,3/13/20,-15,11,,-8,-22,9
IE,Ireland,County Sligo,,IE-SO,,3/14/20,-30,4,-16,-19,-10,
IE,Ireland,County Sligo,,IE-SO,,3/15/20,-32,9,26,-35,-23,
IE,Ireland,County Sligo,,IE-SO,,3/16/20,-31,13,,-31,-44,
IE,Ireland,County Sligo,,IE-SO,,3/17/20,-70,-37,,-57,-79,
IE,Ireland,County Sligo,,IE-SO,,3/18/20,-48,-11,,-36,-42,
IE,Ireland,County Sligo,,IE-SO,,3/19/20,-52,-15,,-42,-44,
IE,Ireland,County Sligo,,IE-SO,,3/20/20,-57,-15,,-33,-43,
IE,Ireland,County Sligo,,IE-SO,,3/21/20,-64,-8,-14,-44,-35,
IE,Ireland,County Sligo,,IE-SO,,3/22/20,-59,-15,,-31,-37,
IE,Ireland,County Sligo,,IE-SO,,3/23/20,-56,-23,,-43,-45,
IE,Ireland,County Sligo,,IE-SO,,3/24/20,-55,-14,,-45,-46,
IE,Ireland,County Sligo,,IE-SO,,3/25/20,-66,-25,,-42,-48,
IE,Ireland,County Sligo,,IE-SO,,3/26/20,-67,-23,,-49,-50,
IE,Ireland,County Sligo,,IE-SO,,3/27/20,-69,-20,,-43,-48,
IE,Ireland,County Sligo,,IE-SO,,3/28/20,-86,-32,-56,-56,-45,
IE,Ireland,County Sligo,,IE-SO,,3/29/20,-89,-44,-48,-69,-44,
IE,Ireland,County Sligo,,IE-SO,,3/30/20,-78,-35,,-57,-58,
IE,Ireland,County Sligo,,IE-SO,,3/31/20,-82,-36,,-61,-61,
IE,Ireland,County Sligo,,IE-SO,,4/1/20,-80,-35,-49,-58,-61,
IE,Ireland,County Sligo,,IE-SO,,4/2/20,-83,-37,,-64,-61,
IE,Ireland,County Sligo,,IE-SO,,4/3/20,-81,-33,-40,-60,-60,
IE,Ireland,County Sligo,,IE-SO,,4/4/20,-84,-36,-48,-60,-53,
IE,Ireland,County Sligo,,IE-SO,,4/5/20,-88,-42,-58,-79,-49,
IE,Ireland,County Sligo,,IE-SO,,4/6/20,-74,-35,,-59,-60,
IE,Ireland,County Sligo,,IE-SO,,4/7/20,-74,-24,,-55,-59,
IE,Ireland,County Sligo,,IE-SO,,4/8/20,-75,-26,,-54,-59,
IE,Ireland,County Sligo,,IE-SO,,4/9/20,-75,-23,,-55,-61,
IE,Ireland,County Sligo,,IE-SO,,4/10/20,-81,-32,-40,-63,-68,
IE,Ireland,County Sligo,,IE-SO,,4/11/20,-83,-22,-50,-58,-54,
IE,Ireland,County Sligo,,IE-SO,,4/12/20,-95,-58,-54,-75,-54,
IE,Ireland,County Sligo,,IE-SO,,4/13/20,-81,-48,,-64,-82,
IE,Ireland,County Sligo,,IE-SO,,4/14/20,-73,-28,,-53,-58,
IE,Ireland,County Sligo,,IE-SO,,4/15/20,-73,-28,,-49,-59,
IE,Ireland,County Sligo,,IE-SO,,4/16/20,-87,-27,,-39,-59,
IE,Ireland,County Sligo,,IE-SO,,4/17/20,-88,-24,-24,-47,-57,
IE,Ireland,County Sligo,,IE-SO,,4/18/20,-90,-25,-44,-46,-45,
IE,Ireland,County Sligo,,IE-SO,,4/19/20,-91,-34,-39,-56,-42,
IE,Ireland,County Sligo,,IE-SO,,4/20/20,-84,-26,,-38,-57,
IE,Ireland,County Sligo,,IE-SO,,4/21/20,-82,-22,,-37,-56,
IE,Ireland,County Sligo,,IE-SO,,4/22/20,-84,-21,,-29,-56,
IE,Ireland,County Sligo,,IE-SO,,4/23/20,-84,-20,,-36,-58,
IE,Ireland,County Sligo,,IE-SO,,4/24/20,-85,-17,,-39,-57,
IE,Ireland,County Sligo,,IE-SO,,4/25/20,-89,-21,-35,-35,-45,
IE,Ireland,County Sligo,,IE-SO,,4/26/20,-89,-29,-37,-56,-40,
IE,Ireland,County Sligo,,IE-SO,,4/27/20,-83,-26,,-29,-55,
IE,Ireland,County Sligo,,IE-SO,,4/28/20,-85,-21,,-36,-56,
IE,Ireland,County Sligo,,IE-SO,,4/29/20,-85,-24,-36,-42,-56,
IE,Ireland,County Sligo,,IE-SO,,4/30/20,-76,-20,,-38,-56,
IE,Ireland,County Sligo,,IE-SO,,5/1/20,-80,-20,-33,-46,-55,
IE,Ireland,County Sligo,,IE-SO,,5/2/20,-83,-23,-34,-37,-41,
IE,Ireland,County Sligo,,IE-SO,,5/3/20,-84,-28,-28,-50,-41,
IE,Ireland,County Sligo,,IE-SO,,5/4/20,-82,-37,,-45,-81,
IE,Ireland,County Sligo,,IE-SO,,5/5/20,-72,-14,,-30,-54,
IE,Ireland,County Sligo,,IE-SO,,5/6/20,-72,-14,,-30,-53,
IE,Ireland,County Sligo,,IE-SO,,5/7/20,-74,-16,,-38,-55,
IE,Ireland,County Sligo,,IE-SO,,5/8/20,-76,-18,,-41,-53,
IE,Ireland,County Sligo,,IE-SO,,5/9/20,-79,-18,-7,-34,-41,
IE,Ireland,County Sligo,,IE-SO,,5/10/20,-82,-25,-32,-51,-34,
IE,Ireland,County Sligo,,IE-SO,,5/11/20,-70,-20,,-30,-53,
IE,Ireland,County Sligo,,IE-SO,,5/12/20,-74,-16,,-30,-52,
IE,Ireland,County Sligo,,IE-SO,,5/13/20,-75,-19,,-30,-53,
IE,Ireland,County Sligo,,IE-SO,,5/14/20,-73,-16,-46,-31,-54,
IE,Ireland,County Sligo,,IE-SO,,5/15/20,-76,-18,-62,-39,-52,
IE,Ireland,County Sligo,,IE-SO,,5/16/20,-80,-19,-61,-39,-40,
IE,Ireland,County Sligo,,IE-SO,,5/17/20,-81,-24,-63,-52,-36,
IE,Ireland,County Sligo,,IE-SO,,5/18/20,-62,-17,,-30,-49,
IE,Ireland,County Sligo,,IE-SO,,5/19/20,-59,-11,,-18,-46,
IE,Ireland,County Sligo,,IE-SO,,5/20/20,-62,-10,-44,-17,-49,
IE,Ireland,County Sligo,,IE-SO,,5/21/20,-62,-9,,-22,-50,
IE,Ireland,County Sligo,,IE-SO,,5/22/20,-68,-15,-65,-40,-49,
IE,Ireland,County Sligo,,IE-SO,,5/23/20,-71,-12,-62,-27,-29,
IE,Ireland,County Sligo,,IE-SO,,5/24/20,-66,-17,-40,-31,-24,
IE,Ireland,County Sligo,,IE-SO,,5/25/20,-56,-11,,-11,-46,
IE,Ireland,County Sligo,,IE-SO,,5/26/20,-57,-8,,-9,-43,
IE,Ireland,County Sligo,,IE-SO,,5/27/20,-60,-8,-36,-9,-46,
IE,Ireland,County Sligo,,IE-SO,,5/28/20,-58,1,,-6,-47,
IE,Ireland,County Sligo,,IE-SO,,5/29/20,-61,-2,-45,-22,-47,
IE,Ireland,County Sligo,,IE-SO,,5/30/20,-67,-1,-38,-9,-28,
IE,Ireland,County Sligo,,IE-SO,,5/31/20,-64,-7,-35,-7,-17,
IE,Ireland,County Sligo,,IE-SO,,6/1/20,-61,-16,,-2,-76,
IE,Ireland,County Sligo,,IE-SO,,6/2/20,-55,2,,-5,-42,
IE,Ireland,County Sligo,,IE-SO,,6/3/20,-58,-6,-47,-7,-44,
IE,Ireland,County Sligo,,IE-SO,,6/4/20,-61,-5,-50,-20,-44,
IE,Ireland,County Sligo,,IE-SO,,6/5/20,-59,-10,-54,-30,-45,
IE,Ireland,County Sligo,,IE-SO,,6/6/20,-67,-10,-64,-30,-24,
IE,Ireland,County Sligo,,IE-SO,,6/7/20,-59,-12,-54,-28,-15,
IE,Ireland,County Sligo,,IE-SO,,6/8/20,-39,-9,,18,-41,13
IE,Ireland,County Sligo,,IE-SO,,6/9/20,-43,-2,,-9,-40,
IE,Ireland,County Sligo,,IE-SO,,6/10/20,-44,-5,-48,-7,-40,16
IE,Ireland,County Sligo,,IE-SO,,6/11/20,-42,-2,,-5,-42,
IE,Ireland,County Sligo,,IE-SO,,6/12/20,-50,1,-44,-17,-39,
IE,Ireland,County Sligo,,IE-SO,,6/13/20,-55,4,-46,3,-17,
IE,Ireland,County Sligo,,IE-SO,,6/14/20,-50,0,-52,-12,-10,
IE,Ireland,County Sligo,,IE-SO,,6/15/20,-41,-1,,-4,-39,13
IE,Ireland,County Sligo,,IE-SO,,6/16/20,-39,4,,-10,-36,13
IE,Ireland,County Sligo,,IE-SO,,6/17/20,-41,3,-38,2,-38,15
IE,Ireland,County Sligo,,IE-SO,,6/18/20,-41,1,,-11,-41,15
IE,Ireland,County Sligo,,IE-SO,,6/19/20,-44,6,,-22,-40,
IE,Ireland,County Sligo,,IE-SO,,6/20/20,-50,10,-19,-7,-20,
IE,Ireland,County Sligo,,IE-SO,,6/21/20,-46,4,-11,2,-10,
IE,Ireland,County Sligo,,IE-SO,,6/22/20,-40,-8,,-16,-42,
IE,Ireland,County Sligo,,IE-SO,,6/23/20,-39,0,,-12,-39,13
IE,Ireland,County Sligo,,IE-SO,,6/24/20,-36,1,,5,-39,13
IE,Ireland,County Sligo,,IE-SO,,6/25/20,-35,7,,4,-40,13
IE,Ireland,County Sligo,,IE-SO,,6/26/20,-44,1,-26,-11,-39,
IE,Ireland,County Sligo,,IE-SO,,6/27/20,-53,3,-46,-25,-22,
IE,Ireland,County Sligo,,IE-SO,,6/28/20,-57,-14,-58,-37,-21,
IE,Ireland,County Sligo,,IE-SO,,6/29/20,-25,-4,,8,-37,12
IE,Ireland,County Sligo,,IE-SO,,6/30/20,-25,4,,14,-34,10
IE,Ireland,County Sligo,,IE-SO,,7/1/20,-22,-1,,22,-37,11
IE,Ireland,County Sligo,,IE-SO,,7/2/20,-26,2,,8,-38,12
IE,Ireland,County Sligo,,IE-SO,,7/3/20,-29,7,,-9,-38,
IE,Ireland,County Tipperary,,IE-TA,,2/15/20,-8,-4,-31,-15,-2,3
IE,Ireland,County Tipperary,,IE-TA,,2/16/20,-2,-5,-23,-7,1,
IE,Ireland,County Tipperary,,IE-TA,,2/17/20,2,3,16,-7,-9,2
IE,Ireland,County Tipperary,,IE-TA,,2/18/20,2,0,7,-4,-9,2
IE,Ireland,County Tipperary,,IE-TA,,2/19/20,1,-1,4,-6,-10,2
IE,Ireland,County Tipperary,,IE-TA,,2/20/20,6,-2,3,1,-16,2
IE,Ireland,County Tipperary,,IE-TA,,2/21/20,-1,-2,-8,-1,-15,3
IE,Ireland,County Tipperary,,IE-TA,,2/22/20,1,2,-5,1,-1,0
IE,Ireland,County Tipperary,,IE-TA,,2/23/20,5,0,-9,-2,1,
IE,Ireland,County Tipperary,,IE-TA,,2/24/20,0,4,2,-4,1,0
IE,Ireland,County Tipperary,,IE-TA,,2/25/20,-8,1,-5,-9,4,1
IE,Ireland,County Tipperary,,IE-TA,,2/26/20,-5,0,7,-3,2,1
IE,Ireland,County Tipperary,,IE-TA,,2/27/20,3,3,7,9,3,0
IE,Ireland,County Tipperary,,IE-TA,,2/28/20,0,6,-5,1,1,0
IE,Ireland,County Tipperary,,IE-TA,,2/29/20,-12,-2,-27,-8,-3,4
IE,Ireland,County Tipperary,,IE-TA,,3/1/20,14,4,-1,-5,1,
IE,Ireland,County Tipperary,,IE-TA,,3/2/20,0,3,-6,-7,2,1
IE,Ireland,County Tipperary,,IE-TA,,3/3/20,4,6,20,-3,4,-1
IE,Ireland,County Tipperary,,IE-TA,,3/4/20,4,6,25,0,3,0
IE,Ireland,County Tipperary,,IE-TA,,3/5/20,6,6,12,-4,3,-1
IE,Ireland,County Tipperary,,IE-TA,,3/6/20,3,9,3,-8,1,0
IE,Ireland,County Tipperary,,IE-TA,,3/7/20,-1,4,-11,0,0,1
IE,Ireland,County Tipperary,,IE-TA,,3/8/20,2,7,-5,-8,0,
IE,Ireland,County Tipperary,,IE-TA,,3/9/20,-5,5,-14,-14,0,2
IE,Ireland,County Tipperary,,IE-TA,,3/10/20,-2,11,11,-14,3,1
IE,Ireland,County Tipperary,,IE-TA,,3/11/20,0,17,7,-12,1,2
IE,Ireland,County Tipperary,,IE-TA,,3/12/20,3,38,-8,-11,0,2
IE,Ireland,County Tipperary,,IE-TA,,3/13/20,-13,10,-21,-24,-21,10
IE,Ireland,County Tipperary,,IE-TA,,3/14/20,-24,5,-34,-34,-9,8
IE,Ireland,County Tipperary,,IE-TA,,3/15/20,-32,11,4,-39,-15,
IE,Ireland,County Tipperary,,IE-TA,,3/16/20,-18,23,8,-38,-44,14
IE,Ireland,County Tipperary,,IE-TA,,3/17/20,-64,-25,18,-64,-77,26
IE,Ireland,County Tipperary,,IE-TA,,3/18/20,-38,-6,0,-47,-38,15
IE,Ireland,County Tipperary,,IE-TA,,3/19/20,-42,-9,8,-46,-39,17
IE,Ireland,County Tipperary,,IE-TA,,3/20/20,-46,-8,-11,-45,-39,19
IE,Ireland,County Tipperary,,IE-TA,,3/21/20,-52,2,-29,-44,-35,16
IE,Ireland,County Tipperary,,IE-TA,,3/22/20,-52,-5,33,-46,-33,
IE,Ireland,County Tipperary,,IE-TA,,3/23/20,-41,-15,-2,-50,-40,16
IE,Ireland,County Tipperary,,IE-TA,,3/24/20,-41,-4,-13,-46,-42,17
IE,Ireland,County Tipperary,,IE-TA,,3/25/20,-48,-15,-2,-45,-44,18
IE,Ireland,County Tipperary,,IE-TA,,3/26/20,-51,-14,-2,-50,-45,19
IE,Ireland,County Tipperary,,IE-TA,,3/27/20,-53,-10,-19,-52,-46,21
IE,Ireland,County Tipperary,,IE-TA,,3/28/20,-73,-19,-66,-65,-46,
IE,Ireland,County Tipperary,,IE-TA,,3/29/20,-80,-36,-61,-73,-46,
IE,Ireland,County Tipperary,,IE-TA,,3/30/20,-67,-27,-43,-61,-57,24
IE,Ireland,County Tipperary,,IE-TA,,3/31/20,-70,-22,-44,-59,-61,25
IE,Ireland,County Tipperary,,IE-TA,,4/1/20,-70,-24,-42,-65,-61,25
IE,Ireland,County Tipperary,,IE-TA,,4/2/20,-66,-17,-47,-59,-62,27
IE,Ireland,County Tipperary,,IE-TA,,4/3/20,-67,-19,-49,-65,-60,29
IE,Ireland,County Tipperary,,IE-TA,,4/4/20,-73,-21,-62,-66,-48,
IE,Ireland,County Tipperary,,IE-TA,,4/5/20,-79,-31,-74,-81,-46,
IE,Ireland,County Tipperary,,IE-TA,,4/6/20,-62,-22,-29,-62,-59,23
IE,Ireland,County Tipperary,,IE-TA,,4/7/20,-58,-12,-24,-59,-59,23
IE,Ireland,County Tipperary,,IE-TA,,4/8/20,-61,-14,-25,-60,-61,24
IE,Ireland,County Tipperary,,IE-TA,,4/9/20,-58,-6,-32,-55,-61,25
IE,Ireland,County Tipperary,,IE-TA,,4/10/20,-67,-18,-44,-64,-67,30
IE,Ireland,County Tipperary,,IE-TA,,4/11/20,-70,-9,-54,-61,-47,
IE,Ireland,County Tipperary,,IE-TA,,4/12/20,-90,-65,-76,-75,-51,
IE,Ireland,County Tipperary,,IE-TA,,4/13/20,-75,-34,-30,-70,-81,
IE,Ireland,County Tipperary,,IE-TA,,4/14/20,-56,-15,-27,-56,-58,23
IE,Ireland,County Tipperary,,IE-TA,,4/15/20,-59,-14,-19,-52,-59,24
IE,Ireland,County Tipperary,,IE-TA,,4/16/20,-80,-10,-18,-36,-58,24
IE,Ireland,County Tipperary,,IE-TA,,4/17/20,-82,-13,-46,-43,-58,28
IE,Ireland,County Tipperary,,IE-TA,,4/18/20,-84,-15,-53,-39,-45,
IE,Ireland,County Tipperary,,IE-TA,,4/19/20,-84,-27,-42,-46,-41,
IE,Ireland,County Tipperary,,IE-TA,,4/20/20,-80,-16,-4,-34,-54,21
IE,Ireland,County Tipperary,,IE-TA,,4/21/20,-79,-11,-22,-33,-55,22
IE,Ireland,County Tipperary,,IE-TA,,4/22/20,-79,-12,-16,-29,-54,22
IE,Ireland,County Tipperary,,IE-TA,,4/23/20,-79,-5,-18,-23,-54,22
IE,Ireland,County Tipperary,,IE-TA,,4/24/20,-79,-7,-26,-30,-53,25
IE,Ireland,County Tipperary,,IE-TA,,4/25/20,-82,-11,-42,-29,-39,
IE,Ireland,County Tipperary,,IE-TA,,4/26/20,-82,-23,-44,-48,-38,
IE,Ireland,County Tipperary,,IE-TA,,4/27/20,-77,-12,-6,-29,-51,20
IE,Ireland,County Tipperary,,IE-TA,,4/28/20,-78,-7,-15,-30,-53,19
IE,Ireland,County Tipperary,,IE-TA,,4/29/20,-79,-9,-29,-33,-53,23
IE,Ireland,County Tipperary,,IE-TA,,4/30/20,-66,-3,-27,-34,-53,23
IE,Ireland,County Tipperary,,IE-TA,,5/1/20,-69,-11,-27,-34,-52,26
IE,Ireland,County Tipperary,,IE-TA,,5/2/20,-72,-13,-40,-31,-37,
IE,Ireland,County Tipperary,,IE-TA,,5/3/20,-75,-20,-32,-38,-30,
IE,Ireland,County Tipperary,,IE-TA,,5/4/20,-74,-22,-4,-49,-78,27
IE,Ireland,County Tipperary,,IE-TA,,5/5/20,-62,-4,-24,-27,-50,20
IE,Ireland,County Tipperary,,IE-TA,,5/6/20,-64,-6,-6,-26,-50,22
IE,Ireland,County Tipperary,,IE-TA,,5/7/20,-63,-8,-13,-26,-49,22
IE,Ireland,County Tipperary,,IE-TA,,5/8/20,-64,-6,-12,-21,-49,23
IE,Ireland,County Tipperary,,IE-TA,,5/9/20,-70,-6,-25,-22,-33,15
IE,Ireland,County Tipperary,,IE-TA,,5/10/20,-72,-13,-47,-48,-30,
